Key,Key Description,columnType,Source,Parent
amplicon,,,,ManifestColumn
 cellHashing,,,,ManifestColumn
 Chromium Single Cell 3',,,,ManifestColumn
 DNALibraryConstruction,,,,ManifestColumn
 EndItDNAEndRepairKit,,,,ManifestColumn
 KapaHyperPrep,,,,ManifestColumn
 lncRNAenrichment,,,,ManifestColumn
 methylSeq,,,,ManifestColumn
 miRNAenrichment,,,,ManifestColumn
 multiome,,,,ManifestColumn
 MULTIseq,,,,ManifestColumn
 PCRfree,,,,ManifestColumn
 polyAselection,,,,ManifestColumn
 proximity ligation,,,,ManifestColumn
 rRNAdepletion,,,,ManifestColumn
 SPLITseq,,,,ManifestColumn
 STARRSeq,,,,ManifestColumn
 SureCell,,,,ManifestColumn
 totalRNA,,,,ManifestColumn
 OtherLibraryPrep,,,,ManifestColumn
 Unknown,,,,ManifestColumn
 Not collected,,,,ManifestColumn
 Not applicable,,,,ManifestColumn
 Not Specified,,,,ManifestColumn
