Key,Key Description,columnType,Source,Parent
AFU,,,,ManifestColumn
 AI,,,,ManifestColumn
 AU/ml,,,,ManifestColumn
 DK units/ml,,,,ManifestColumn
 bpg/dl,,,,ManifestColumn
 g/l,,,,ManifestColumn
 gm,,,,ManifestColumn
 HAU,,,,ManifestColumn
 IU,,,,ManifestColumn
 iu/l,,,,ManifestColumn
 IU/ml,,,,ManifestColumn
 Kallikrein Inactivator Unit per Milliliter,,,,ManifestColumn
 kg,,,,ManifestColumn
 l,,,,ManifestColumn
 M,,,,ManifestColumn
 mg,,,,ManifestColumn
 mg/dl,,,,ManifestColumn
 mg/l,,,,ManifestColumn
 mg/ml,,,,ManifestColumn
 miu/ml,,,,ManifestColumn
 ml,,,,ManifestColumn
 mM,,,,ManifestColumn
 MOI,,,,ManifestColumn
 ng,,,,ManifestColumn
 ng/dl,,,,ManifestColumn
 ng/ml,,,,ManifestColumn
 ng/nl,,,,ManifestColumn
 ng/ul,,,,ManifestColumn
 nl,,,,ManifestColumn
 nM,,,,ManifestColumn
 Not Specified,,,,ManifestColumn
 NPX,,,,ManifestColumn
 optical density,,,,ManifestColumn
 PFU,,,,ManifestColumn
 PFUe,,,,ManifestColumn
 pg,,,,ManifestColumn
 pg/mg creatinine,,,,ManifestColumn
 pg/ml,,,,ManifestColumn
 pg/nl,,,,ManifestColumn
 pg/ul,,,,ManifestColumn
 pl,,,,ManifestColumn
 pM,,,,ManifestColumn
 Pound,,,,ManifestColumn
 TCID50,,,,ManifestColumn
 ug,,,,ManifestColumn
 ug/dl,,,,ManifestColumn
 ug/l,,,,ManifestColumn
 ug/ml,,,,ManifestColumn
 ug/ul,,,,ManifestColumn
 uiu/ml,,,,ManifestColumn
 ul,,,,ManifestColumn
 uM,,,,ManifestColumn
 umol/l,,,,ManifestColumn
 units/ml,,,,ManifestColumn
 OtherProcessingBatchSizeUnit,,,,ManifestColumn
