Key,Key Description,columnType,Source,Parent
Abdominal Skin,,,,ManifestColumn
 Accessory Lacrimal Gland,,,,ManifestColumn
 Adrenal Gland,,,,ManifestColumn
 Alveolar Duct,,,,ManifestColumn
 Anal Gland,,,,ManifestColumn
 Anal Sac,,,,ManifestColumn
 Ankle Skin,,,,ManifestColumn
 Anterior Compartment Lymph Node Group (Level VI),,,,ManifestColumn
 Anterior Mediastinal Lymph Node,,,,ManifestColumn
 Aortocaval Lymph Node,,,,ManifestColumn
 Aortopulmonary Window Lymph Node,,,,ManifestColumn
 Apocrine Sweat Gland,,,,ManifestColumn
 Arm Skin,,,,ManifestColumn
 Axillary Lymph Node,,,,ManifestColumn
 Axillary Lymph Node Level I,,,,ManifestColumn
 Axillary Lymph Node Level II,,,,ManifestColumn
 Axillary Lymph Node Level III,,,,ManifestColumn
 Bartholin Gland,,,,ManifestColumn
 Bile Duct,,,,ManifestColumn
 Biliary Tract,,,,ManifestColumn
 Bladder,,,,ManifestColumn
 Bone Marrow,,,,ManifestColumn
 Femur,,,,ManifestColumn
 Humerus,,,,ManifestColumn
 Rib,,,,ManifestColumn
 Scapula,,,,ManifestColumn
 Sternum,,,,ManifestColumn
 Tibia,,,,ManifestColumn
 Vertebral,,,,ManifestColumn
 Both Eyes,,,,ManifestColumn
 Brachial Lymph Node,,,,ManifestColumn
 Brain,,,,ManifestColumn
 Branch Duct,,,,ManifestColumn
 Breast,,,,ManifestColumn
 Bronchial Lymph Node,,,,ManifestColumn
 Bronchial Tree,,,,ManifestColumn
 Brunner's Gland,,,,ManifestColumn
 Buccal Lymph Node,,,,ManifestColumn
 Buccal Salivary Gland,,,,ManifestColumn
 Cardia Gland,,,,ManifestColumn
 Cardiophrenic Lymph Node,,,,ManifestColumn
 Celiac Lymph Node,,,,ManifestColumn
 Ceruminous Gland,,,,ManifestColumn
 Cervical Gland,,,,ManifestColumn
 Cervical Lymph Node,,,,ManifestColumn
 Circumanal Gland,,,,ManifestColumn
 Cochlear Duct,,,,ManifestColumn
 Colon Lymph Node,,,,ManifestColumn
 Common Bile Duct,,,,ManifestColumn
 Common Hepatic Duct,,,,ManifestColumn
 Common Iliac Lymph Node,,,,ManifestColumn
 Cowper Gland,,,,ManifestColumn
 Cystic Duct,,,,ManifestColumn
 Deep Cervical Lymph Node,,,,ManifestColumn
 Diaphragmatic Lymph Node,,,,ManifestColumn
 Distal 1/3 of the Common Bile Duct,,,,ManifestColumn
 Distal Common Bile Duct,,,,ManifestColumn
 Distant Lymph Node,,,,ManifestColumn
 Draining Lymph Node,,,,ManifestColumn
 Duct,,,,ManifestColumn
 Duct of Gartner,,,,ManifestColumn
 Duct of the Epididymis,,,,ManifestColumn
 Ductus Santorini,,,,ManifestColumn
 Ear,,,,ManifestColumn
 Ear Skin,,,,ManifestColumn
